filename,class,class_index,width,height,aspect_ratio,is_square,mean_R,std_R,min_R,max_R,skew_R,kurt_R,hist_R_0,hist_R_1,hist_R_2,hist_R_3,hist_R_4,hist_R_5,hist_R_6,hist_R_7,hist_R_8,hist_R_9,hist_R_10,hist_R_11,hist_R_12,hist_R_13,hist_R_14,hist_R_15,mean_G,std_G,min_G,max_G,skew_G,kurt_G,hist_G_0,hist_G_1,hist_G_2,hist_G_3,hist_G_4,hist_G_5,hist_G_6,hist_G_7,hist_G_8,hist_G_9,hist_G_10,hist_G_11,hist_G_12,hist_G_13,hist_G_14,hist_G_15,mean_B,std_B,min_B,max_B,skew_B,kurt_B,hist_B_0,hist_B_1,hist_B_2,hist_B_3,hist_B_4,hist_B_5,hist_B_6,hist_B_7,hist_B_8,hist_B_9,hist_B_10,hist_B_11,hist_B_12,hist_B_13,hist_B_14,hist_B_15,mean_H,std_H,skew_H,kurt_H,mean_S,std_S,skew_S,kurt_S,mean_V,std_V,skew_V,kurt_V,entropy,sobel,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,ASM_0,ASM_45,ASM_90,ASM_135
aug_0_374.jpg,Cloudy,0,206,155,1.33,False,110.3046664578766,55.646111861102284,5,255,0.2920534377475607,-0.7337836866123273,0.00091,0.00309,0.00527,0.00579,0.0065,0.00589,0.00527,0.00565,0.00671,0.00512,0.00377,0.00273,0.00255,0.00206,0.00103,0.0004,106.93952395865956,57.64052728651922,0,255,0.23952935765463723,-0.7712863349402812,0.00168,0.00482,0.00502,0.00548,0.00592,0.00512,0.00526,0.00619,0.00634,0.00456,0.00381,0.00271,0.00251,0.002,0.00098,0.00033,112.40692139054181,57.88066329018497,1,255,0.2512634626377961,-0.7742362125850644,0.00131,0.00331,0.00516,0.00537,0.00565,0.00546,0.00546,0.00623,0.00622,0.00437,0.00401,0.00341,0.00242,0.00249,0.00127,0.0006,0.6057408930209437,0.32849566358580656,-0.8862776964200363,-0.7513775635463928,0.12667644024455862,0.12299688090107451,3.2278129715354784,15.701344798099377,0.4544362361292779,0.2267791555427599,0.20286400851807784,-0.8336380293778656,12.820824788532917,0.04025021898224226,60.02231,139.09132,78.01314,117.52119,4.9876,7.65908,5.62063,6.94444,0.23236,0.17292,0.2365,0.18166,0.01856,0.01557,0.01889,0.0162,0.99079,0.97871,0.98808,0.98201,0.00034,0.00024,0.00036,0.00026
aug_0_3827.jpg,Cloudy,0,272,182,1.49,False,116.24402068519716,43.151949490037886,0,195,-0.6529029435749681,-0.53020974218096,0.00065,0.0026,0.00292,0.00297,0.00438,0.00551,0.00515,0.00674,0.01133,0.01083,0.00776,0.00183,9e-05,0.0,0.0,0.0,133.83120555914672,44.40421006024203,15,213,-0.705455473830013,-0.5153677973471118,0.0,0.00075,0.00289,0.00265,0.00296,0.00455,0.00493,0.00412,0.00616,0.01062,0.01291,0.00778,0.0023,0.00013,0.0,0.0,167.434187136393,48.30957374678982,38,255,-0.6083372069515984,-0.6865105135639222,0.0,0.0,0.00012,0.00094,0.00327,0.00252,0.00312,0.00493,0.00454,0.00391,0.00499,0.00913,0.01015,0.00972,0.00476,0.00065,0.6091529852352167,0.008666770626373136,-0.005397091401366507,-0.1730596999861702,0.3322246000351441,0.10806715079614569,2.142375356976396,5.303630120479797,0.6566046554368353,0.1894493088109405,-0.6083372069515988,-0.6865105135639222,10.018143263942891,0.017305922555118595,6.60089,15.91117,12.31967,20.19447,1.83295,2.96408,2.42196,3.26976,0.43701,0.30406,0.40788,0.29462,0.03218,0.02626,0.03364,0.02589,0.99833,0.99595,0.99686,0.99486,0.00104,0.00069,0.00113,0.00067
aug_0_3828.jpg,Cloudy,0,259,194,1.34,False,122.51675755284003,51.633850520434194,1,255,0.16548706648625974,-0.5332754453493864,0.00062,0.00179,0.00252,0.00211,0.00329,0.01117,0.00819,0.00538,0.00705,0.005,0.00407,0.00404,0.0035,0.00225,0.00155,0.00021,122.51675755284003,51.633850520434194,1,255,0.16548706648625974,-0.5332754453493864,0.00062,0.00179,0.00252,0.00211,0.00329,0.01117,0.00819,0.00538,0.00705,0.005,0.00407,0.00404,0.0035,0.00225,0.00155,0.00021,122.51675755284003,51.633850520434194,1,255,0.16548706648625974,-0.5332754453493864,0.00062,0.00179,0.00252,0.00211,0.00329,0.01117,0.00819,0.00538,0.00705,0.005,0.00407,0.00404,0.0035,0.00225,0.00155,0.00021,0.0,0.0,,,0.0,0.0,,,0.4804578727562355,0.2024856883154282,0.16548706648625802,-0.5332754453493864,7.851926804907358,0.02460594340560756,22.75977,66.50793,37.97639,47.56141,2.69468,4.86745,3.50023,4.19189,0.44096,0.28056,0.39206,0.30997,0.0393,0.0301,0.03589,0.03105,0.99573,0.98749,0.99287,0.99106,0.00154,0.00091,0.00129,0.00096
aug_0_3950.jpg,Cloudy,0,728,410,1.78,False,168.2947299651568,53.17649353163486,3,255,-0.41867830630439534,-1.0894555367720737,0.0,0.0,1e-05,0.00047,0.00383,0.00426,0.00466,0.00358,0.00378,0.00389,0.00542,0.00606,0.00751,0.00873,0.00838,0.00217,176.5535814794961,45.0264988341769,11,255,-0.35652475270607975,-1.0598480696172048,0.0,0.0,0.0,3e-05,0.00029,0.00159,0.00446,0.00694,0.00406,0.00414,0.00626,0.00686,0.00794,0.00929,0.00868,0.00221,181.89569820423478,57.160015373800846,0,255,-1.6837936121440336,2.2319952434780452,0.00145,0.00154,0.00174,0.00088,0.00055,0.0002,0.00022,0.00093,0.00148,0.00306,0.00646,0.00975,0.0098,0.01152,0.01065,0.00249,0.48588958388363923,0.23134419747379675,-1.1963403878121603,-0.2401932584958857,0.18819156261443282,0.24615906198236986,1.387562787002475,0.7578370304861459,0.7449174510329459,0.15132538773417736,-0.828814743660374,0.07932197797795215,12.68058137287698,0.022208127430902416,22.56568,50.41984,31.56129,49.06206,2.6098,4.17708,3.29487,4.30075,0.43793,0.30872,0.36207,0.28895,0.0298,0.02296,0.02548,0.02208,0.99483,0.98844,0.99276,0.98876,0.00089,0.00053,0.00065,0.00049
aug_0_4273.jpg,Cloudy,0,300,168,1.79,False,76.04025793650794,36.51254060404507,0,255,0.7248195795386088,2.247843770163197,0.00279,0.00449,0.00607,0.00847,0.01234,0.01194,0.00858,0.00441,0.00165,0.00065,0.00039,0.00027,0.00021,0.00017,0.00013,0.00018,74.13638888888889,35.122588733475055,0,255,0.764948899335068,2.5521356340974686,0.0024,0.00522,0.0053,0.00991,0.01295,0.01237,0.00807,0.00348,0.00127,0.00055,0.00035,0.00024,0.00022,0.00017,0.0001,0.00015,71.97896825396825,34.174014223410296,0,251,0.8065673076887192,2.658643433002551,0.00254,0.00512,0.00578,0.01105,0.01387,0.01198,0.00677,0.00276,0.00124,0.0005,0.00032,0.00024,0.0002,0.00016,0.00011,9e-05,0.25262680795885145,0.24353685668219419,0.8592675756140864,-0.7010144310503894,0.13472096044751009,0.11558781238924346,2.528285639337163,12.95874327877081,0.30827933395580454,0.1417285200644102,0.7313467126318639,2.3307600428752187,12.15286492917246,0.03926155495606286,55.19336,145.57683,112.61838,153.66651,3.97904,7.94949,7.15232,8.57093,0.32168,0.17242,0.20435,0.15263,0.02793,0.01878,0.02027,0.01772,0.97775,0.9412,0.95452,0.93794,0.00078,0.00035,0.00041,0.00031
aug_0_4375.jpg,Cloudy,0,261,174,1.5,False,102.52633549125821,69.78093517610587,0,255,0.2751371385040569,-0.9126913189362131,0.01071,0.00032,0.00301,0.00688,0.00596,0.00443,0.00498,0.00416,0.00434,0.00309,0.00293,0.00306,0.00272,0.00288,0.00195,0.00133,104.60959175584621,68.73186218050675,0,255,0.2772620418294395,-0.9254623160812749,0.01017,0.00078,0.00181,0.00709,0.00661,0.00432,0.00523,0.00397,0.00377,0.0038,0.00314,0.00308,0.00283,0.00286,0.00193,0.00135,107.79138591623729,71.21218111286021,0,255,0.15993304792873297,-0.961821499406827,0.01075,0.00023,0.00039,0.00557,0.0081,0.0049,0.00536,0.00409,0.00308,0.00294,0.00319,0.00416,0.00322,0.00293,0.00231,0.00153,0.4867762698641678,0.21936943477330567,-0.8995153523376576,-0.6019015134712435,0.18624124417535795,0.27267332244372117,1.908331754873916,2.432133786770934,0.42761219870869904,0.2746010624773404,0.20962087993736084,-0.9790549112701594,11.172320447671082,0.01987222638583752,10.5651,26.2506,30.14506,50.22608,1.89609,2.99026,3.1178,4.19851,0.47683,0.37525,0.39244,0.30513,0.0374,0.03204,0.03844,0.03145,0.9989,0.99726,0.99685,0.99475,0.0014,0.00103,0.00148,0.00099
aug_0_4475.jpg,Cloudy,0,245,155,1.58,False,53.13306122448979,58.51217518551974,0,255,1.0754370333100958,0.2880604602788419,0.02546,0.0056,0.00479,0.00451,0.00511,0.00364,0.00257,0.00207,0.00266,0.00205,0.00132,0.00096,0.00096,0.00053,0.00039,0.00014,66.28036866359447,47.15167405746091,0,244,1.2382969995641524,0.7286220367815792,0.00328,0.01085,0.01357,0.01128,0.00669,0.00488,0.00218,0.00153,0.0014,0.00183,0.00243,0.00185,0.00083,0.00013,1e-05,0.0,98.46578011849901,40.38511751159885,15,246,1.1676716490848429,0.7391606847547174,0.0,1e-05,0.00249,0.00706,0.01317,0.01483,0.0097,0.00431,0.00229,0.00168,0.00156,0.00217,0.00316,0.0003,1e-05,0.0,0.5937979130093084,0.19099720908392492,-1.537780430778296,3.4934372928456936,0.6199142794254565,0.3288550118793056,-0.179019192865275,-1.535211249842137,0.4120017039073694,0.16864737471597138,1.114598965326565,0.5292462994461253,13.748047734888704,0.024630406741029693,25.80085,82.98816,54.70649,66.86393,2.77916,4.814,3.68868,4.31565,0.41778,0.31519,0.40688,0.32966,0.03803,0.03152,0.03908,0.03263,0.9943,0.98165,0.9879,0.98522,0.00145,0.00099,0.00153,0.00106
aug_0_4494.jpg,Cloudy,0,208,167,1.25,False,96.75362736066329,64.49277914024125,0,254,0.15652894015683558,-0.7042163898664007,0.01176,0.00096,0.00146,0.00263,0.00706,0.00811,0.0076,0.00395,0.00428,0.00355,0.00264,0.00276,0.00264,0.00178,0.0012,0.00037,149.16216605251037,50.3447641401843,51,255,-0.10347717182725091,-0.6599545790448795,0.0,0.0,0.0,0.00318,0.00667,0.00176,0.00167,0.00386,0.00942,0.0118,0.00581,0.00554,0.00379,0.0038,0.00361,0.00184,232.5239520958084,15.100824276296704,141,255,-0.5781421637412217,0.14886754383286238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,8e-05,0.00039,0.00363,0.0133,0.02237,0.02297,0.5973757549190166,0.020929188374986543,-5.414039387442963,91.22260812341182,0.5958103426878502,0.25877214930453557,-0.022710748359349674,-0.7160965237154269,0.9119499688405995,0.05928020062932968,-0.5780065410280263,0.1433535322476147,13.114014639005854,0.029190956355944136,43.19237,97.27408,69.05555,111.68448,3.52874,5.33461,4.27543,5.59083,0.38761,0.28834,0.35367,0.28407,0.03513,0.02757,0.03111,0.02745,0.99151,0.98087,0.98643,0.97803,0.00123,0.00076,0.00097,0.00075
aug_0_467.jpg,Cloudy,0,255,192,1.33,False,121.72265114379086,40.015297544555125,0,244,-0.549374124456818,1.3897789425830238,0.00192,0.00112,0.00055,0.00105,0.00244,0.00444,0.00725,0.01722,0.0122,0.00615,0.00335,0.00269,0.00138,0.00046,0.00053,0.0,128.05533088235293,39.61914095274312,0,253,-0.7596192077086363,1.9015264825075766,0.00172,0.00123,0.00059,0.0007,0.00118,0.00258,0.00711,0.01166,0.01763,0.00837,0.00423,0.00269,0.00193,0.0005,0.00062,1e-05,129.87845179738562,38.668290319043585,0,232,-1.1873148901882808,2.55663953236341,0.002,0.00105,0.00055,0.00062,0.00111,0.00216,0.00427,0.00906,0.0226,0.00981,0.00437,0.00256,0.00186,0.00069,3e-05,0.0,0.4939305159007642,0.13389153797727055,-1.3721852030461885,1.5159462541687718,0.08996490589085127,0.0794100461669315,4.173124223465941,33.343181688673816,0.5145057189542482,0.15397624854822448,-0.9764641098003748,2.3245209762045995,11.423930399572297,0.016094263898293736,29.27834,60.29258,38.53676,55.84359,2.10417,3.17191,2.4155,3.11283,0.56168,0.43502,0.53483,0.43438,0.05838,0.04783,0.05685,0.04786,0.99064,0.98054,0.98759,0.98198,0.00341,0.00229,0.00323,0.00229
aug_0_4727.jpg,Cloudy,0,272,185,1.47,False,111.42341017488076,59.45158629785215,0,255,0.2432379510304228,-0.8458499372406134,0.00228,0.00278,0.00442,0.00594,0.00631,0.00604,0.00571,0.00518,0.0047,0.0043,0.00406,0.00358,0.00314,0.0024,0.00143,0.00047,111.42341017488076,59.45158629785215,0,255,0.2432379510304228,-0.8458499372406134,0.00228,0.00278,0.00442,0.00594,0.00631,0.00604,0.00571,0.00518,0.0047,0.0043,0.00406,0.00358,0.00314,0.0024,0.00143,0.00047,111.42341017488076,59.45158629785215,0,255,0.2432379510304228,-0.8458499372406134,0.00228,0.00278,0.00442,0.00594,0.00631,0.00604,0.00571,0.00518,0.0047,0.0043,0.00406,0.00358,0.00314,0.0024,0.00143,0.00047,0.0,0.0,,,0.0,0.0,,,0.43695454970541475,0.23314347567785154,0.2432379510304225,-0.8458499372406125,7.831056391335924,0.06498643488605212,131.27085,415.70696,331.9838,426.84454,7.30915,13.39371,11.29298,13.64279,0.18758,0.10947,0.17306,0.10933,0.01437,0.01095,0.01308,0.01093,0.98141,0.94111,0.95302,0.93953,0.00021,0.00012,0.00017,0.00012
